epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
381,4794.9,0.7972,0.58467,1.01432,0.94308,0.94015,0.96156,0.69795,1.06519,0.60587,1.12145,0.00164,0.00164,0.00164
382,4807.08,0.80382,0.58102,1.01519,0.94561,0.9371,0.96202,0.70165,1.06322,0.60242,1.12196,0.001618,0.001618,0.001618
383,4819.29,0.79411,0.57776,1.00806,0.94566,0.93485,0.96194,0.70607,1.06154,0.599,1.12096,0.001596,0.001596,0.001596
384,4831.6,0.80854,0.58062,1.01723,0.94742,0.93414,0.9627,0.70466,1.06389,0.59786,1.12212,0.001574,0.001574,0.001574
385,4843.8,0.798,0.57804,1.01004,0.94337,0.93646,0.96317,0.70332,1.0668,0.59934,1.12328,0.001552,0.001552,0.001552
386,4856.06,0.79132,0.57155,1.01183,0.94206,0.93677,0.96127,0.70054,1.06818,0.59685,1.12363,0.00153,0.00153,0.00153
387,4868.26,0.79565,0.57429,1.01032,0.9442,0.93133,0.96106,0.69984,1.06738,0.59783,1.12313,0.001508,0.001508,0.001508
388,4880.44,0.79206,0.56903,1.00682,0.94539,0.93229,0.96072,0.69903,1.06726,0.59794,1.12381,0.001486,0.001486,0.001486
389,4892.51,0.79187,0.57325,1.01256,0.94458,0.93497,0.96034,0.70106,1.06916,0.59723,1.12526,0.001464,0.001464,0.001464
390,4904.61,0.80374,0.58489,1.01721,0.94371,0.93519,0.96028,0.70107,1.07056,0.59645,1.12628,0.001442,0.001442,0.001442
391,4916.76,0.79635,0.57865,1.01289,0.94017,0.93516,0.96053,0.70232,1.07579,0.6054,1.12868,0.00142,0.00142,0.00142
392,4928.98,0.78311,0.568,1.00862,0.94134,0.93765,0.96111,0.70171,1.07525,0.6042,1.12961,0.001398,0.001398,0.001398
393,4941.21,0.78995,0.56543,1.01124,0.94161,0.93527,0.96022,0.69952,1.07502,0.60521,1.13067,0.001376,0.001376,0.001376
394,4953.43,0.79046,0.57592,1.00727,0.9428,0.93525,0.96006,0.69976,1.06965,0.60127,1.12905,0.001354,0.001354,0.001354
395,4965.6,0.79159,0.57539,1.01694,0.94441,0.93397,0.95916,0.69844,1.07511,0.60381,1.13159,0.001332,0.001332,0.001332
396,4977.78,0.79194,0.58289,1.00893,0.94416,0.93693,0.96065,0.69604,1.075,0.60072,1.13059,0.00131,0.00131,0.00131
397,4989.92,0.7884,0.56591,1.00462,0.94489,0.93367,0.96072,0.69604,1.07197,0.59961,1.13037,0.001288,0.001288,0.001288
398,5002.19,0.78575,0.56642,1.00733,0.94382,0.93225,0.95851,0.69464,1.07117,0.59908,1.13059,0.001266,0.001266,0.001266
399,5014.4,0.77849,0.56859,1.00678,0.94456,0.9324,0.95874,0.69404,1.07021,0.60032,1.13129,0.001244,0.001244,0.001244
400,5026.55,0.79123,0.56619,1.00629,0.93914,0.9376,0.95864,0.69519,1.06835,0.59779,1.13123,0.001222,0.001222,0.001222
401,5038.74,0.78678,0.57062,1.00426,0.93905,0.93777,0.95876,0.69562,1.07093,0.59696,1.13243,0.0012,0.0012,0.0012
402,5050.91,0.77605,0.55607,1.00485,0.94073,0.93856,0.95991,0.6955,1.06716,0.59534,1.13126,0.001178,0.001178,0.001178
403,5063.15,0.77465,0.55421,0.99924,0.93554,0.94268,0.95717,0.69705,1.06947,0.59695,1.13184,0.001156,0.001156,0.001156
404,5075.44,0.77865,0.55624,1.00262,0.93877,0.94023,0.95731,0.69666,1.07014,0.59428,1.13118,0.001134,0.001134,0.001134
