epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
360,4575.92,0.79237,0.57904,1.00842,0.91925,0.92744,0.94413,0.67359,1.06248,0.64263,1.17298,0.00111475,0.00111475,0.00111475
361,4588.77,0.78395,0.57062,1.0083,0.91938,0.92404,0.94404,0.67117,1.06566,0.64822,1.1752,0.00109,0.00109,0.00109
362,4601.36,0.79092,0.56588,1.0084,0.91829,0.92579,0.94349,0.67241,1.07894,0.6487,1.18739,0.00106525,0.00106525,0.00106525
363,4614.08,0.79048,0.58804,1.01213,0.91211,0.92549,0.94337,0.67107,1.08229,0.64937,1.19065,0.0010405,0.0010405,0.0010405
364,4626.61,0.79188,0.57892,1.00958,0.91257,0.92263,0.94142,0.66983,1.07957,0.65059,1.18744,0.00101575,0.00101575,0.00101575
365,4639.22,0.77995,0.56133,1.00366,0.90684,0.92012,0.93652,0.6694,1.07536,0.65374,1.18335,0.000991,0.000991,0.000991
366,4651.89,0.79778,0.56823,1.00457,0.91588,0.92612,0.94311,0.67045,1.0738,0.65514,1.18218,0.00096625,0.00096625,0.00096625
367,4664.59,0.77888,0.56639,1.00418,0.91614,0.92693,0.9429,0.67072,1.07586,0.65489,1.18421,0.0009415,0.0009415,0.0009415
368,4677.22,0.77806,0.57184,1.00168,0.91344,0.92641,0.94297,0.67025,1.08176,0.6509,1.18781,0.00091675,0.00091675,0.00091675
369,4689.86,0.79413,0.56729,1.00813,0.91465,0.92467,0.94304,0.6696,1.08304,0.65145,1.18863,0.000892,0.000892,0.000892
370,4702.51,0.77566,0.56566,1.00747,0.9119,0.92771,0.94323,0.67014,1.08201,0.64627,1.18703,0.00086725,0.00086725,0.00086725
371,4715.05,0.78305,0.55842,1.00251,0.91429,0.92656,0.94353,0.66552,1.08552,0.64245,1.18913,0.0008425,0.0008425,0.0008425
372,4727.81,0.77443,0.56397,1.00073,0.91611,0.92646,0.94377,0.66678,1.08779,0.64363,1.19203,0.00081775,0.00081775,0.00081775
373,4740.43,0.78101,0.57487,1.0067,0.91361,0.92881,0.94277,0.66642,1.08602,0.64382,1.19031,0.000793,0.000793,0.000793
374,4753.13,0.78134,0.56711,1.00782,0.91252,0.92802,0.94358,0.66721,1.08483,0.64494,1.18721,0.00076825,0.00076825,0.00076825
375,4765.79,0.77305,0.55997,1.00322,0.91496,0.92788,0.94417,0.67177,1.08068,0.64585,1.18271,0.0007435,0.0007435,0.0007435
376,4778.39,0.76873,0.55883,1.00325,0.91559,0.92706,0.94417,0.66871,1.08367,0.64436,1.18434,0.00071875,0.00071875,0.00071875
377,4791.08,0.77769,0.56444,1.00779,0.91454,0.92786,0.9451,0.66972,1.08197,0.64411,1.18379,0.000694,0.000694,0.000694
378,4803.73,0.77015,0.56055,1.00411,0.91586,0.92582,0.94461,0.66989,1.08494,0.64189,1.18567,0.00066925,0.00066925,0.00066925
379,4816.45,0.7711,0.5667,1.00323,0.90979,0.91864,0.94013,0.66757,1.08365,0.64432,1.18316,0.0006445,0.0006445,0.0006445
380,4829.01,0.78342,0.56082,1.0068,0.91274,0.92222,0.94128,0.66633,1.08448,0.64453,1.18527,0.00061975,0.00061975,0.00061975
381,4841.81,0.77596,0.5653,1.00393,0.91698,0.92894,0.94635,0.66623,1.08522,0.64535,1.18452,0.000595,0.000595,0.000595
382,4854.43,0.7705,0.55243,1.0033,0.90667,0.93829,0.94725,0.66781,1.08683,0.64406,1.18586,0.00057025,0.00057025,0.00057025
383,4867.25,0.76706,0.55152,1.00112,0.9176,0.9345,0.94754,0.66998,1.09028,0.64543,1.19012,0.0005455,0.0005455,0.0005455
384,4880.06,0.7762,0.56456,1.00651,0.91908,0.92968,0.94782,0.66798,1.0882,0.64727,1.18932,0.00052075,0.00052075,0.00052075
385,4892.71,0.77058,0.54874,1.00284,0.91994,0.93237,0.94818,0.66768,1.0892,0.64703,1.19005,0.000496,0.000496,0.000496
386,4905.52,0.7717,0.55567,0.99905,0.91943,0.93246,0.94839,0.66893,1.08464,0.64857,1.18487,0.00047125,0.00047125,0.00047125
387,4918.27,0.77184,0.55871,1.00191,0.91874,0.93248,0.94839,0.66945,1.08681,0.64628,1.18629,0.0004465,0.0004465,0.0004465
388,4930.9,0.77482,0.56132,1.00122,0.91573,0.93303,0.94769,0.66776,1.08741,0.64606,1.18825,0.00042175,0.00042175,0.00042175
389,4943.47,0.7583,0.54635,0.99658,0.91942,0.92925,0.94669,0.67084,1.08911,0.64658,1.18864,0.000397,0.000397,0.000397
390,4956.12,0.77571,0.56273,0.99951,0.91706,0.93161,0.9483,0.66859,1.09071,0.6455,1.18984,0.00037225,0.00037225,0.00037225
391,5055.52,0.77774,0.49708,1.01328,0.91436,0.92616,0.94609,0.66798,1.08498,0.64855,1.18616,0.0003475,0.0003475,0.0003475
392,5068.6,0.76225,0.4809,1.00049,0.9152,0.92769,0.94731,0.66786,1.0831,0.653,1.18465,0.00032275,0.00032275,0.00032275
393,5081.38,0.73559,0.46211,0.98814,0.91447,0.93234,0.94741,0.6691,1.07923,0.65515,1.18366,0.000298,0.000298,0.000298
394,5093.94,0.73533,0.46516,0.99262,0.91217,0.92605,0.94634,0.66756,1.08016,0.654,1.18417,0.00027325,0.00027325,0.00027325
395,5106.45,0.73106,0.46204,0.99064,0.91335,0.92799,0.94659,0.66571,1.08131,0.65642,1.18492,0.0002485,0.0002485,0.0002485
396,5118.83,0.72562,0.45822,0.98259,0.90471,0.92217,0.93841,0.66424,1.0823,0.65692,1.18646,0.00022375,0.00022375,0.00022375
397,5131.25,0.7243,0.45982,0.98353,0.90464,0.92232,0.93752,0.66615,1.08238,0.6562,1.18721,0.000199,0.000199,0.000199
398,5143.74,0.72275,0.45815,0.98469,0.90375,0.92914,0.93981,0.6661,1.08181,0.65557,1.18738,0.00017425,0.00017425,0.00017425
399,5156.23,0.73239,0.46205,0.99774,0.90965,0.93812,0.94539,0.66607,1.08376,0.65258,1.18816,0.0001495,0.0001495,0.0001495
400,5168.78,0.72774,0.46334,0.99009,0.91188,0.94014,0.94633,0.66544,1.08235,0.6526,1.18708,0.00012475,0.00012475,0.00012475
